"date_time","power"
"2020-01-05 10:06:00",21464
"2020-01-05 10:18:00",12949
"2020-01-05 14:48:00",8952
"2020-01-05 15:00:00",19881
"2020-01-05 15:12:00",19881
"2020-01-05 15:24:00",21464
"2020-01-05 15:36:00",8952
"2020-01-05 09:30:00",8952
"2020-01-05 09:42:00",21464
"2020-01-05 09:54:00",21464
"2020-01-05 10:06:00",8952
"2020-01-05 10:18:00",8952
"2020-01-05 12:00:00",21464
"2020-01-05 12:12:00",8952
"2020-01-05 12:24:00",8952
"2020-01-05 12:36:00",21464
"2020-01-05 12:48:00",12949
"2020-01-05 15:06:00",12949
"2020-01-05 15:18:00",21464
"2020-01-05 15:30:00",19881
"2020-01-05 15:42:00",12949
"2020-01-05 15:54:00",12949
"2020-01-05 09:30:00",19881
"2020-01-05 09:42:00",8952
"2020-01-05 09:54:00",19881
"2020-01-05 10:06:00",12949
"2020-01-05 10:18:00",8952
"2020-01-05 13:24:00",12949
"2020-01-05 13:36:00",12949
"2020-01-05 13:48:00",12949
"2020-01-05 14:00:00",8952
"2020-01-05 14:12:00",21464
"2020-01-05 08:54:00",12949
"2020-01-05 09:06:00",8952
"2020-01-05 09:18:00",19881
"2020-01-05 09:30:00",12949
"2020-01-05 09:42:00",21464
"2020-01-05 10:30:00",8952
"2020-01-05 10:42:00",8952
"2020-01-05 10:54:00",21464
"2020-01-05 11:06:00",19881
"2020-01-05 11:18:00",19881
"2020-01-05 08:54:00",8952
"2020-01-05 09:00:00",21464
"2020-01-05 09:18:00",8952
"2020-01-05 09:30:00",8952
"2020-01-05 09:36:00",21464
"2020-01-05 17:48:00",8952
"2020-01-05 18:00:00",21464
"2020-01-05 18:12:00",8952
"2020-01-05 18:24:00",8952
"2020-01-05 18:36:00",8952
"2020-01-05 13:18:00",12949
"2020-01-05 13:30:00",12949
"2020-01-05 13:42:00",21464
"2020-01-05 13:54:00",12949
"2020-01-05 14:06:00",8952
"2020-01-05 14:00:00",12949
"2020-01-05 14:12:00",8952
"2020-01-05 14:24:00",12949
"2020-01-05 14:36:00",21464
"2020-01-05 14:48:00",19881
"2020-01-05 09:54:00",19881
"2020-01-05 10:06:00",19881
"2020-01-05 10:18:00",8952
"2020-01-05 10:30:00",19881
"2020-01-05 10:42:00",8952
"2020-01-05 07:30:00",19881
"2020-01-05 07:42:00",8952
"2020-01-05 07:54:00",21464
"2020-01-05 08:06:00",21464
"2020-01-05 08:18:00",8952
"2020-01-05 09:06:00",12949
"2020-01-05 09:18:00",19881
"2020-01-05 09:30:00",8952
"2020-01-05 09:42:00",21464
"2020-01-05 09:54:00",19881
"2020-01-05 04:18:00",8952
"2020-01-05 04:30:00",8952
"2020-01-05 04:42:00",19881
"2020-01-05 04:54:00",8952
"2020-01-05 05:06:00",19881
"2020-01-05 07:24:00",12949
"2020-01-05 07:30:00",21464
"2020-01-05 07:42:00",8952
"2020-01-05 08:00:00",12949
"2020-01-05 08:06:00",21464
"2020-01-05 06:00:00",12949
"2020-01-05 06:12:00",12949
"2020-01-05 06:24:00",12949
"2020-01-05 06:36:00",12949
"2020-01-05 06:48:00",12949
"2020-01-05 11:36:00",8952
"2020-01-05 11:48:00",12949
"2020-01-05 12:00:00",21464
"2020-01-05 12:12:00",8952
"2020-01-05 12:24:00",19881
"2020-01-05 12:18:00",12949
"2020-01-05 12:30:00",21464
"2020-01-05 12:42:00",21464
"2020-01-05 12:54:00",21464
"2020-01-05 13:06:00",21464
"2020-01-05 18:06:00",19881
"2020-01-05 18:18:00",12949
"2020-01-05 18:30:00",12949
"2020-01-05 18:42:00",19881
"2020-01-05 18:54:00",8952
"2020-01-05 17:30:00",21464
"2020-01-05 17:42:00",19881
"2020-01-05 17:54:00",19881
"2020-01-05 18:06:00",19881
"2020-01-05 18:18:00",21464
"2020-01-05 19:30:00",21464
"2020-01-05 19:42:00",12949
"2020-01-05 19:54:00",21464
"2020-01-05 20:06:00",21464
"2020-01-05 20:18:00",8952
"2020-01-05 23:54:00",12949
"2020-01-05 23:06:00",12949
"2020-01-05 23:18:00",8952
"2020-01-05 23:30:00",12949
"2020-01-05 23:42:00",21464
"2020-01-05 18:36:00",19881
"2020-01-05 18:48:00",8952
"2020-01-05 19:00:00",12949
"2020-01-05 19:12:00",12949
"2020-01-05 19:24:00",21464
"2020-01-05 16:12:00",19881
"2020-01-05 16:24:00",21464
"2020-01-05 16:36:00",8952
"2020-01-05 16:48:00",21464
"2020-01-05 17:00:00",19881
"2020-01-05 19:36:00",12949
"2020-01-05 19:48:00",8952
"2020-01-05 20:00:00",21464
"2020-01-05 20:12:00",8952
"2020-01-05 20:24:00",19881
"2020-01-05 17:36:00",12949
"2020-01-05 17:48:00",12949
"2020-01-05 18:00:00",21464
"2020-01-05 18:12:00",12949
"2020-01-05 18:24:00",8952
"2020-01-05 12:00:00",19881
"2020-01-05 12:06:00",12949
"2020-01-05 12:24:00",19881
"2020-01-05 12:30:00",21464
"2020-01-05 12:48:00",12949
"2020-01-05 17:06:00",8952
"2020-01-05 17:18:00",12949
"2020-01-05 17:30:00",12949
"2020-01-05 17:42:00",19881
"2020-01-05 17:54:00",12949
"2020-01-05 14:48:00",12949
"2020-01-05 15:00:00",21464
"2020-01-05 15:12:00",21464
"2020-01-05 15:24:00",19881
"2020-01-05 15:36:00",8952
"2020-01-05 17:54:00",8952
"2020-01-05 18:06:00",12949
"2020-01-05 18:18:00",19881
"2020-01-05 18:30:00",21464
"2020-01-05 18:42:00",21464
"2020-01-05 18:54:00",12949
"2020-01-05 19:06:00",12949
"2020-01-05 19:18:00",12949
"2020-01-05 19:30:00",8952
"2020-01-05 19:42:00",19881
"2020-01-05 19:18:00",19881
"2020-01-05 19:30:00",19881
"2020-01-05 19:42:00",19881
"2020-01-05 19:54:00",12949
"2020-01-05 20:06:00",12949
"2020-01-05 13:54:00",12949
"2020-01-05 14:06:00",12949
"2020-01-05 14:18:00",8952
"2020-01-05 14:30:00",19881
"2020-01-05 14:42:00",19881
"2020-01-05 18:48:00",21464
"2020-01-05 19:06:00",12949
"2020-01-05 19:18:00",19881
"2020-01-05 19:30:00",8952
"2020-01-05 19:36:00",21464
"2020-01-05 16:36:00",21464
"2020-01-05 16:48:00",12949
"2020-01-05 17:00:00",21464
"2020-01-05 17:06:00",21464
"2020-01-05 17:18:00",8952
"2020-01-05 17:36:00",8952
"2020-01-05 17:48:00",12949
"2020-01-05 18:00:00",19881
"2020-01-05 18:12:00",21464
"2020-01-05 18:24:00",8952
"2020-01-05 19:48:00",8952
"2020-01-05 20:00:00",8952
"2020-01-05 20:12:00",19881
"2020-01-05 20:24:00",21464
"2020-01-05 20:36:00",19881
"2020-01-05 18:54:00",21464
"2020-01-05 19:06:00",19881
"2020-01-05 19:18:00",8952
"2020-01-05 19:30:00",12949
"2020-01-05 19:42:00",12949
"2020-01-05 16:42:00",21464
"2020-01-05 16:54:00",19881
"2020-01-05 17:06:00",12949
"2020-01-05 17:18:00",19881
"2020-01-05 17:30:00",8952
"2020-01-05 19:12:00",19881
"2020-01-05 19:24:00",8952
"2020-01-05 19:36:00",8952
"2020-01-05 19:48:00",8952
"2020-01-05 20:00:00",8952
"2020-01-05 20:24:00",12949
"2020-01-05 20:36:00",19881
"2020-01-05 20:48:00",19881
"2020-01-05 21:00:00",21464
"2020-01-05 21:12:00",12949
"2020-01-05 15:12:00",12949
"2020-01-05 15:24:00",8952
"2020-01-05 15:36:00",19881
"2020-01-05 15:48:00",8952
"2020-01-05 16:00:00",12949
"2020-01-05 22:00:00",21464
"2020-01-05 22:12:00",19881
"2020-01-05 22:24:00",8952
"2020-01-05 22:36:00",19881
"2020-01-05 22:48:00",21464
"2020-01-05 16:12:00",21464
"2020-01-05 16:24:00",8952
"2020-01-05 16:36:00",19881
"2020-01-05 16:48:00",19881
"2020-01-05 17:00:00",12949
"2020-01-05 19:24:00",19881
"2020-01-05 19:36:00",8952
"2020-01-05 19:48:00",19881
"2020-01-05 20:00:00",8952
"2020-01-05 20:12:00",19881
"2020-01-05 23:54:00",8952
"2020-01-05 23:06:00",8952
"2020-01-05 23:18:00",21464
"2020-01-05 23:30:00",21464
"2020-01-05 23:42:00",19881
"2020-01-05 15:06:00",8952
"2020-01-05 15:18:00",12949
"2020-01-05 15:30:00",8952
"2020-01-05 15:42:00",12949
"2020-01-05 15:54:00",12949
"2020-01-05 13:24:00",8952
"2020-01-05 13:36:00",19881
"2020-01-05 13:48:00",12949
"2020-01-05 14:00:00",12949
"2020-01-05 14:12:00",19881
"2020-01-05 14:42:00",12949
"2020-01-05 14:54:00",19881
"2020-01-05 15:06:00",21464
"2020-01-05 15:18:00",21464
"2020-01-05 15:30:00",19881
"2020-01-05 11:42:00",19881
"2020-01-05 11:54:00",8952
"2020-01-05 12:06:00",12949
"2020-01-05 12:18:00",12949
"2020-01-05 12:30:00",19881
"2020-01-05 11:00:00",19881
"2020-01-05 11:12:00",12949
"2020-01-05 11:24:00",8952
"2020-01-05 11:36:00",12949
"2020-01-05 11:48:00",12949
"2020-01-05 15:48:00",8952
"2020-01-05 16:00:00",12949
"2020-01-05 16:06:00",19881
"2020-01-05 16:18:00",19881
"2020-01-05 16:36:00",12949
